domain_length,domain_num_of_unique_char ,domain_num_of_unique_letters ,domain_num_of_unique_numbers ,ratio_of_letters_of_domain_name ,ratio_of_numbers_of_domain_name,ratio_of_unique_letters_to_num_of_unique_characters,ratio_of_unique_numbers_to_num_of_unique_characters
22,13,13,0,0.909090909,0,1,0
21,13,13,0,0.904761905,0,1,0
18,9,9,0,0.888888889,0,1,0
15,8,8,0,0.866666667,0,1,0
9,5,5,0,0.777777778,0,1,0
9,5,5,0,0.777777778,0,1,0
10,4,4,0,0.8,0,1,0
15,8,8,0,0.866666667,0,1,0
8,5,5,0,0.75,0,1,0
13,8,8,0,0.846153846,0,1,0
12,7,7,0,0.833333333,0,1,0
13,8,8,0,0.846153846,0,1,0
14,8,8,0,0.785714286,0,1,0
16,10,10,0,0.875,0,1,0
7,5,5,0,0.714285714,0,1,0
8,6,6,0,0.75,0,1,0
7,4,4,0,0.714285714,0,1,0
14,9,9,0,0.857142857,0,1,0
10,6,6,0,0.8,0,1,0
22,13,13,0,0.909090909,0,1,0
13,8,8,0,0.846153846,0,1,0
16,11,11,0,0.875,0,1,0
11,8,8,0,0.818181818,0,1,0
12,8,8,0,0.833333333,0,1,0
11,8,8,0,0.818181818,0,1,0
10,7,7,0,0.8,0,1,0
13,9,9,0,0.846153846,0,1,0
7,4,4,0,0.714285714,0,1,0
13,9,9,0,0.846153846,0,1,0
18,9,9,0,0.833333333,0,1,0
10,7,7,0,0.8,0,1,0
14,9,9,0,0.857142857,0,1,0
17,12,12,0,0.882352941,0,1,0
15,10,10,0,0.866666667,0,1,0
18,11,11,0,0.888888889,0,1,0
13,8,8,0,0.846153846,0,1,0
13,9,9,0,0.846153846,0,1,0
13,10,10,0,0.846153846,0,1,0
12,8,8,0,0.833333333,0,1,0
12,9,9,0,0.833333333,0,1,0
13,7,7,0,0.846153846,0,1,0
10,6,6,0,0.8,0,1,0
17,12,12,0,0.882352941,0,1,0
17,9,9,0,0.882352941,0,1,0
12,8,8,0,0.833333333,0,1,0
10,7,7,0,0.8,0,1,0
9,6,6,0,0.777777778,0,1,0
14,10,10,0,0.857142857,0,1,0
7,4,4,0,0.714285714,0,1,0
9,5,5,0,0.777777778,0,1,0
12,7,7,0,0.833333333,0,1,0
14,9,9,0,0.857142857,0,1,0
13,7,7,0,0.846153846,0,1,0
13,9,9,0,0.846153846,0,1,0
14,10,10,0,0.857142857,0,1,0
8,5,5,0,0.75,0,1,0
25,13,13,0,0.84,0,1,0
5,4,4,0,0.8,0,1,0
14,8,8,0,0.857142857,0,1,0
9,6,4,2,0.555555556,0.333333333,0.666666667,0.333333333
26,18,13,5,0.730769231,0.192307692,0.722222222,0.277777778
17,12,9,3,0.647058824,0.235294118,0.75,0.25
7,5,3,2,0.571428571,0.285714286,0.6,0.4
17,11,8,3,0.705882353,0.176470588,0.727272727,0.272727273
8,7,6,1,0.75,0.125,0.857142857,0.142857143
7,5,4,1,0.714285714,0.142857143,0.8,0.2
6,5,4,1,0.666666667,0.166666667,0.8,0.2
13,8,6,2,0.692307692,0.230769231,0.75,0.25
10,5,5,0,0.8,0,1,0
15,10,10,0,0.866666667,0,1,0
14,8,8,0,0.857142857,0,1,0
26,14,14,0,0.923076923,0,1,0
6,2,2,0,0.833333333,0,1,0
26,13,12,1,0.846153846,0.076923077,0.923076923,0.076923077
9,5,5,0,0.888888889,0,1,0
7,4,4,0,0.857142857,0,1,0
9,7,7,0,0.888888889,0,1,0
7,3,3,0,0.857142857,0,1,0
18,9,9,0,0.944444444,0,1,0
13,6,6,0,0.923076923,0,1,0
17,11,11,0,0.941176471,0,1,0
12,7,7,0,0.833333333,0,1,0
8,5,5,0,0.875,0,1,0
7,4,4,0,0.857142857,0,1,0
9,6,6,0,0.888888889,0,1,0
11,7,7,0,0.909090909,0,1,0
7,4,4,0,0.857142857,0,1,0
19,10,10,0,0.947368421,0,1,0
13,9,9,0,0.923076923,0,1,0
19,11,11,0,0.947368421,0,1,0
10,7,7,0,0.9,0,1,0
15,7,7,0,0.866666667,0,1,0
16,9,9,0,0.875,0,1,0
12,7,7,0,0.833333333,0,1,0
20,13,13,0,0.85,0,1,0
15,7,7,0,0.866666667,0,1,0
15,10,10,0,0.866666667,0,1,0
8,6,4,2,0.625,0.25,0.666666667,0.333333333
17,13,9,4,0.647058824,0.235294118,0.692307692,0.307692308
10,8,8,0,0.9,0,1,0
8,5,5,0,0.875,0,1,0
20,13,13,0,0.9,0,1,0
9,7,7,0,0.888888889,0,1,0
8,5,5,0,0.875,0,1,0
8,5,5,0,0.875,0,1,0
17,12,12,0,0.882352941,0,1,0
14,9,9,0,0.857142857,0,1,0
14,8,8,0,0.857142857,0,1,0
20,9,9,0,0.9,0,1,0
12,8,8,0,0.916666667,0,1,0
8,5,5,0,0.875,0,1,0
11,8,8,0,0.909090909,0,1,0
9,6,6,0,0.888888889,0,1,0
11,9,8,1,0.818181818,0.090909091,0.888888889,0.111111111
7,5,5,0,0.857142857,0,1,0
17,8,8,0,0.882352941,0,1,0
10,9,7,2,0.7,0.2,0.777777778,0.222222222
22,12,12,0,0.909090909,0,1,0
9,6,6,0,0.888888889,0,1,0
9,7,7,0,0.888888889,0,1,0
7,6,6,0,0.857142857,0,1,0
13,9,9,0,0.923076923,0,1,0
8,7,7,0,0.875,0,1,0
8,6,6,0,0.875,0,1,0
13,10,10,0,0.923076923,0,1,0
8,6,6,0,0.875,0,1,0
10,7,7,0,0.9,0,1,0
7,5,5,0,0.857142857,0,1,0
19,12,11,1,0.789473684,0.052631579,0.916666667,0.083333333
13,9,9,0,0.846153846,0,1,0
7,5,5,0,0.857142857,0,1,0
14,10,10,0,0.928571429,0,1,0
11,9,9,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
12,8,8,0,0.916666667,0,1,0
12,8,8,0,0.916666667,0,1,0
7,5,5,0,0.857142857,0,1,0
15,11,11,0,0.933333333,0,1,0
15,9,9,0,0.866666667,0,1,0
15,10,10,0,0.866666667,0,1,0
13,9,9,0,0.846153846,0,1,0
21,9,9,0,0.904761905,0,1,0
17,8,8,0,0.882352941,0,1,0
14,10,10,0,0.857142857,0,1,0
18,12,12,0,0.888888889,0,1,0
12,8,8,0,0.833333333,0,1,0
11,8,8,0,0.818181818,0,1,0
9,5,5,0,0.777777778,0,1,0
13,7,7,0,0.846153846,0,1,0
15,10,10,0,0.866666667,0,1,0
20,12,12,0,0.85,0,1,0
15,9,9,0,0.8,0,1,0
15,9,9,0,0.866666667,0,1,0
14,8,8,0,0.857142857,0,1,0
15,9,9,0,0.866666667,0,1,0
9,6,6,0,0.777777778,0,1,0
11,6,6,0,0.818181818,0,1,0
15,9,9,0,0.866666667,0,1,0
6,4,4,0,0.833333333,0,1,0
11,7,7,0,0.818181818,0,1,0
18,11,11,0,0.944444444,0,1,0
17,10,10,0,0.941176471,0,1,0
15,10,10,0,0.933333333,0,1,0
8,4,4,0,0.875,0,1,0
7,5,5,0,0.857142857,0,1,0
16,8,8,0,0.9375,0,1,0
16,9,9,0,0.9375,0,1,0
8,6,6,0,0.875,0,1,0
31,13,12,1,0.838709677,0.032258065,0.923076923,0.076923077
7,5,5,0,0.857142857,0,1,0
9,7,7,0,0.888888889,0,1,0
18,9,9,0,0.944444444,0,1,0
21,9,9,0,0.952380952,0,1,0
13,9,9,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
7,5,5,0,0.857142857,0,1,0
12,8,8,0,0.916666667,0,1,0
14,9,9,0,0.928571429,0,1,0
14,10,10,0,0.857142857,0,1,0
13,9,9,0,0.846153846,0,1,0
30,14,14,0,0.9,0,1,0
28,14,14,0,0.964285714,0,1,0
13,8,8,0,0.923076923,0,1,0
9,7,7,0,0.888888889,0,1,0
17,10,10,0,0.941176471,0,1,0
7,5,5,0,0.857142857,0,1,0
14,9,9,0,0.928571429,0,1,0
10,7,7,0,0.9,0,1,0
11,8,8,0,0.909090909,0,1,0
12,7,7,0,0.916666667,0,1,0
18,9,9,0,0.944444444,0,1,0
14,11,11,0,0.928571429,0,1,0
13,10,10,0,0.923076923,0,1,0
14,10,10,0,0.928571429,0,1,0
12,7,7,0,0.916666667,0,1,0
13,8,8,0,0.923076923,0,1,0
17,11,11,0,0.941176471,0,1,0
18,11,11,0,0.944444444,0,1,0
7,5,5,0,0.857142857,0,1,0
13,10,10,0,0.923076923,0,1,0
24,11,11,0,0.875,0,1,0
7,6,6,0,0.857142857,0,1,0
9,7,7,0,0.888888889,0,1,0
14,11,11,0,0.928571429,0,1,0
9,8,8,0,0.888888889,0,1,0
11,6,6,0,0.909090909,0,1,0
28,12,12,0,0.964285714,0,1,0
12,8,8,0,0.916666667,0,1,0
11,9,9,0,0.909090909,0,1,0
10,7,7,0,0.9,0,1,0
11,7,7,0,0.909090909,0,1,0
10,7,7,0,0.9,0,1,0
11,6,6,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
10,8,8,0,0.9,0,1,0
11,8,8,0,0.909090909,0,1,0
14,10,10,0,0.928571429,0,1,0
9,6,6,0,0.888888889,0,1,0
18,14,14,0,0.944444444,0,1,0
7,5,5,0,0.857142857,0,1,0
14,8,8,0,0.928571429,0,1,0
11,8,8,0,0.909090909,0,1,0
7,6,6,0,0.857142857,0,1,0
9,6,6,0,0.888888889,0,1,0
15,9,9,0,0.933333333,0,1,0
7,5,5,0,0.857142857,0,1,0
24,13,13,0,0.916666667,0,1,0
7,6,6,0,0.857142857,0,1,0
9,7,7,0,0.888888889,0,1,0
14,7,7,0,0.857142857,0,1,0
10,8,8,0,0.8,0,1,0
11,8,8,0,0.818181818,0,1,0
10,5,5,0,0.8,0,1,0
19,10,10,0,0.894736842,0,1,0
19,8,8,0,0.894736842,0,1,0
18,10,10,0,0.833333333,0,1,0
9,4,4,0,0.777777778,0,1,0
17,8,8,0,0.882352941,0,1,0
16,8,8,0,0.875,0,1,0
12,7,7,0,0.833333333,0,1,0
16,8,8,0,0.875,0,1,0
24,14,14,0,0.875,0,1,0
15,11,11,0,0.866666667,0,1,0
14,9,9,0,0.857142857,0,1,0
15,8,8,0,0.866666667,0,1,0
21,11,11,0,0.857142857,0,1,0
11,7,7,0,0.818181818,0,1,0
11,9,9,0,0.818181818,0,1,0
12,5,5,0,0.833333333,0,1,0
11,5,5,0,0.818181818,0,1,0
15,9,9,0,0.866666667,0,1,0
21,9,9,0,0.857142857,0,1,0
15,9,9,0,0.866666667,0,1,0
10,8,8,0,0.8,0,1,0
6,5,5,0,0.833333333,0,1,0
6,5,5,0,0.833333333,0,1,0
17,11,11,0,0.882352941,0,1,0
7,3,3,0,0.857142857,0,1,0
9,6,6,0,0.888888889,0,1,0
8,4,4,0,0.875,0,1,0
11,6,6,0,0.909090909,0,1,0
8,7,7,0,0.875,0,1,0
13,10,10,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
13,10,10,0,0.923076923,0,1,0
16,12,12,0,0.9375,0,1,0
16,12,12,0,0.9375,0,1,0
12,9,9,0,0.916666667,0,1,0
7,3,3,0,0.857142857,0,1,0
8,3,3,0,0.875,0,1,0
14,9,9,0,0.928571429,0,1,0
14,10,10,0,0.928571429,0,1,0
10,7,7,0,0.9,0,1,0
16,12,12,0,0.875,0,1,0
21,12,12,0,0.904761905,0,1,0
16,10,10,0,0.875,0,1,0
8,6,6,0,0.875,0,1,0
8,4,4,0,0.875,0,1,0
11,7,7,0,0.909090909,0,1,0
15,10,10,0,0.933333333,0,1,0
11,9,9,0,0.909090909,0,1,0
8,4,4,0,0.875,0,1,0
8,6,6,0,0.875,0,1,0
11,8,8,0,0.909090909,0,1,0
13,10,10,0,0.923076923,0,1,0
12,7,7,0,0.916666667,0,1,0
8,7,7,0,0.875,0,1,0
12,8,8,0,0.833333333,0,1,0
7,4,4,0,0.857142857,0,1,0
14,8,8,0,0.785714286,0,1,0
12,9,9,0,0.916666667,0,1,0
8,7,7,0,0.875,0,1,0
7,4,4,0,0.857142857,0,1,0
11,8,8,0,0.909090909,0,1,0
10,7,7,0,0.9,0,1,0
10,7,7,0,0.9,0,1,0
16,9,9,0,0.875,0,1,0
11,6,6,0,0.909090909,0,1,0
13,8,8,0,0.923076923,0,1,0
14,9,9,0,0.928571429,0,1,0
13,7,7,0,0.923076923,0,1,0
14,8,8,0,0.928571429,0,1,0
14,8,8,0,0.928571429,0,1,0
12,6,6,0,0.916666667,0,1,0
13,8,8,0,0.923076923,0,1,0
11,9,9,0,0.909090909,0,1,0
12,9,9,0,0.916666667,0,1,0
12,10,10,0,0.916666667,0,1,0
8,5,5,0,0.875,0,1,0
9,7,7,0,0.888888889,0,1,0
11,7,7,0,0.909090909,0,1,0
11,9,9,0,0.909090909,0,1,0
9,6,6,0,0.888888889,0,1,0
16,11,11,0,0.9375,0,1,0
8,5,5,0,0.875,0,1,0
8,7,7,0,0.875,0,1,0
10,6,6,0,0.9,0,1,0
9,6,6,0,0.888888889,0,1,0
13,9,9,0,0.923076923,0,1,0
10,7,7,0,0.9,0,1,0
8,7,7,0,0.875,0,1,0
10,7,7,0,0.9,0,1,0
12,8,8,0,0.833333333,0,1,0
13,8,8,0,0.846153846,0,1,0
15,12,12,0,0.866666667,0,1,0
8,7,7,0,0.875,0,1,0
13,9,9,0,0.923076923,0,1,0
17,12,12,0,0.941176471,0,1,0
9,8,8,0,0.888888889,0,1,0
8,6,6,0,0.875,0,1,0
10,7,7,0,0.9,0,1,0
10,8,8,0,0.9,0,1,0
10,8,8,0,0.9,0,1,0
10,7,7,0,0.9,0,1,0
14,8,8,0,0.928571429,0,1,0
11,8,8,0,0.909090909,0,1,0
12,9,9,0,0.916666667,0,1,0
10,6,6,0,0.8,0,1,0
13,7,7,0,0.846153846,0,1,0
11,7,7,0,0.818181818,0,1,0
12,7,7,0,0.833333333,0,1,0
6,4,4,0,0.833333333,0,1,0
15,8,8,0,0.933333333,0,1,0
7,5,5,0,0.857142857,0,1,0
8,5,5,0,0.875,0,1,0
16,9,9,0,0.9375,0,1,0
9,6,6,0,0.888888889,0,1,0
8,5,5,0,0.875,0,1,0
10,7,7,0,0.9,0,1,0
9,6,6,0,0.888888889,0,1,0
8,5,5,0,0.875,0,1,0
9,5,5,0,0.888888889,0,1,0
9,7,7,0,0.888888889,0,1,0
8,6,6,0,0.875,0,1,0
10,7,7,0,0.9,0,1,0
7,4,4,0,0.857142857,0,1,0
21,11,10,1,0.714285714,0.095238095,0.909090909,0.090909091
16,8,8,0,0.875,0,1,0
9,5,5,0,0.888888889,0,1,0
9,7,7,0,0.888888889,0,1,0
8,4,4,0,0.875,0,1,0
18,13,13,0,0.888888889,0,1,0
17,13,13,0,0.882352941,0,1,0
9,5,5,0,0.777777778,0,1,0
19,10,10,0,0.894736842,0,1,0
21,11,11,0,0.904761905,0,1,0
11,6,6,0,0.818181818,0,1,0
6,5,5,0,0.833333333,0,1,0
8,5,5,0,0.875,0,1,0
12,10,10,0,0.916666667,0,1,0
12,7,7,0,0.916666667,0,1,0
14,10,10,0,0.928571429,0,1,0
14,9,9,0,0.928571429,0,1,0
14,10,10,0,0.928571429,0,1,0
9,8,8,0,0.888888889,0,1,0
10,6,6,0,0.9,0,1,0
15,9,9,0,0.933333333,0,1,0
8,5,5,0,0.875,0,1,0
19,9,9,0,0.947368421,0,1,0
11,7,7,0,0.909090909,0,1,0
7,5,5,0,0.857142857,0,1,0
10,8,8,0,0.9,0,1,0
20,10,10,0,0.95,0,1,0
12,8,8,0,0.916666667,0,1,0
12,8,8,0,0.916666667,0,1,0
13,10,10,0,0.923076923,0,1,0
7,5,5,0,0.857142857,0,1,0
9,7,7,0,0.888888889,0,1,0
8,6,6,0,0.875,0,1,0
14,12,12,0,0.928571429,0,1,0
9,7,7,0,0.888888889,0,1,0
10,8,8,0,0.9,0,1,0
8,6,6,0,0.875,0,1,0
9,7,7,0,0.888888889,0,1,0
19,10,10,0,0.894736842,0,1,0
11,7,4,3,0.454545455,0.363636364,0.571428571,0.428571429
9,6,4,2,0.555555556,0.222222222,0.666666667,0.333333333
13,8,6,2,0.615384615,0.153846154,0.75,0.25
12,8,6,2,0.666666667,0.166666667,0.75,0.25
14,9,6,3,0.571428571,0.285714286,0.666666667,0.333333333
10,6,6,0,0.8,0,1,0
13,9,9,0,0.846153846,0,1,0
13,9,9,0,0.846153846,0,1,0
14,9,9,0,0.857142857,0,1,0
12,8,8,0,0.833333333,0,1,0
13,8,8,0,0.846153846,0,1,0
15,9,9,0,0.866666667,0,1,0
22,14,14,0,0.863636364,0,1,0
19,12,12,0,0.894736842,0,1,0
18,10,10,0,0.888888889,0,1,0
13,7,7,0,0.846153846,0,1,0
14,9,9,0,0.857142857,0,1,0
11,8,8,0,0.818181818,0,1,0
10,7,7,0,0.8,0,1,0
10,7,7,0,0.8,0,1,0
9,5,5,0,0.777777778,0,1,0
37,17,17,0,0.864864865,0,1,0
13,10,10,0,0.846153846,0,1,0
11,7,7,0,0.818181818,0,1,0
9,6,6,0,0.777777778,0,1,0
18,11,11,0,0.833333333,0,1,0
16,11,11,0,0.875,0,1,0
23,12,12,0,0.869565217,0,1,0
16,8,8,0,0.875,0,1,0
13,9,9,0,0.846153846,0,1,0
18,10,10,0,0.888888889,0,1,0
22,11,11,0,0.909090909,0,1,0
18,12,12,0,0.833333333,0,1,0
15,11,11,0,0.8,0,1,0
13,9,9,0,0.846153846,0,1,0
23,14,14,0,0.869565217,0,1,0
25,13,13,0,0.88,0,1,0
10,7,7,0,0.8,0,1,0
34,14,14,0,0.911764706,0,1,0
6,5,5,0,0.833333333,0,1,0
6,3,3,0,0.833333333,0,1,0
8,6,4,2,0.625,0.25,0.666666667,0.333333333
8,6,4,2,0.625,0.25,0.666666667,0.333333333
7,6,5,1,0.714285714,0.142857143,0.833333333,0.166666667
10,7,4,3,0.5,0.4,0.571428571,0.428571429
14,8,8,0,0.928571429,0,1,0
22,11,11,0,0.863636364,0,1,0
18,9,9,0,0.888888889,0,1,0
14,7,7,0,0.928571429,0,1,0
24,11,11,0,0.875,0,1,0
8,5,5,0,0.875,0,1,0
13,7,7,0,0.923076923,0,1,0
16,10,10,0,0.8125,0,1,0
9,8,8,0,0.888888889,0,1,0
8,6,6,0,0.875,0,1,0
11,8,8,0,0.909090909,0,1,0
11,9,9,0,0.909090909,0,1,0
12,8,8,0,0.916666667,0,1,0
14,8,8,0,0.857142857,0,1,0
13,7,7,0,0.846153846,0,1,0
14,8,8,0,0.857142857,0,1,0
21,13,13,0,0.904761905,0,1,0
9,5,5,0,0.888888889,0,1,0
13,8,8,0,0.923076923,0,1,0
12,7,7,0,0.916666667,0,1,0
14,9,9,0,0.928571429,0,1,0
13,8,8,0,0.923076923,0,1,0
15,11,11,0,0.933333333,0,1,0
11,8,8,0,0.909090909,0,1,0
16,9,9,0,0.875,0,1,0
17,9,9,0,0.882352941,0,1,0
17,7,7,0,0.882352941,0,1,0
18,7,7,0,0.888888889,0,1,0
18,8,8,0,0.888888889,0,1,0
11,6,6,0,0.818181818,0,1,0
14,8,8,0,0.857142857,0,1,0
16,9,9,0,0.875,0,1,0
19,10,10,0,0.894736842,0,1,0
8,4,4,0,0.875,0,1,0
9,5,5,0,0.888888889,0,1,0
18,9,9,0,0.944444444,0,1,0
9,5,5,0,0.888888889,0,1,0
17,8,8,0,0.882352941,0,1,0
12,8,8,0,0.916666667,0,1,0
21,10,10,0,0.904761905,0,1,0
22,11,11,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
7,5,5,0,0.857142857,0,1,0
8,5,5,0,0.875,0,1,0
8,5,5,0,0.875,0,1,0
9,6,6,0,0.888888889,0,1,0
10,7,7,0,0.9,0,1,0
18,10,10,0,0.888888889,0,1,0
18,10,10,0,0.888888889,0,1,0
16,9,9,0,0.9375,0,1,0
22,10,10,0,0.909090909,0,1,0
24,10,10,0,0.916666667,0,1,0
17,8,8,0,0.941176471,0,1,0
25,13,13,0,0.96,0,1,0
17,10,10,0,0.941176471,0,1,0
14,8,8,0,0.857142857,0,1,0
11,7,7,0,0.909090909,0,1,0
19,12,12,0,0.894736842,0,1,0
12,9,9,0,0.916666667,0,1,0
8,6,6,0,0.875,0,1,0
19,11,11,0,0.842105263,0,1,0
15,9,9,0,0.866666667,0,1,0
8,6,6,0,0.875,0,1,0
17,12,12,0,0.882352941,0,1,0
16,10,10,0,0.875,0,1,0
15,10,10,0,0.866666667,0,1,0
13,10,10,0,0.846153846,0,1,0
12,9,9,0,0.833333333,0,1,0
23,12,12,0,0.869565217,0,1,0
12,8,8,0,0.833333333,0,1,0
19,12,12,0,0.894736842,0,1,0
20,13,12,1,0.85,0.05,0.923076923,0.076923077
9,6,6,0,0.888888889,0,1,0
12,10,10,0,0.916666667,0,1,0
11,9,9,0,0.909090909,0,1,0
13,10,10,0,0.923076923,0,1,0
16,11,11,0,0.875,0,1,0
14,9,9,0,0.857142857,0,1,0
16,12,12,0,0.875,0,1,0
12,9,9,0,0.833333333,0,1,0
8,6,6,0,0.875,0,1,0
19,11,11,0,0.842105263,0,1,0
16,10,10,0,0.875,0,1,0
16,9,9,0,0.8125,0,1,0
11,10,10,0,0.909090909,0,1,0
27,13,13,0,0.962962963,0,1,0
13,8,8,0,0.923076923,0,1,0
18,14,14,0,0.944444444,0,1,0
14,9,9,0,0.928571429,0,1,0
13,9,9,0,0.923076923,0,1,0
11,8,8,0,0.909090909,0,1,0
14,11,11,0,0.928571429,0,1,0
12,9,9,0,0.916666667,0,1,0
10,7,7,0,0.9,0,1,0
10,8,8,0,0.9,0,1,0
8,7,7,0,0.875,0,1,0
9,8,8,0,0.888888889,0,1,0
8,6,6,0,0.875,0,1,0
8,6,6,0,0.875,0,1,0
8,6,6,0,0.875,0,1,0
17,10,10,0,0.882352941,0,1,0
16,10,10,0,0.9375,0,1,0
10,7,7,0,0.9,0,1,0
18,12,12,0,0.944444444,0,1,0
12,9,9,0,0.916666667,0,1,0
8,4,4,0,0.875,0,1,0
14,8,8,0,0.928571429,0,1,0
8,6,6,0,0.875,0,1,0
9,6,6,0,0.888888889,0,1,0
10,7,7,0,0.9,0,1,0
15,10,10,0,0.866666667,0,1,0
8,6,6,0,0.875,0,1,0
10,8,6,2,0.7,0.2,0.75,0.25
14,10,10,0,0.928571429,0,1,0
11,8,8,0,0.909090909,0,1,0
10,7,7,0,0.9,0,1,0
14,10,10,0,0.857142857,0,1,0
10,8,6,2,0.7,0.2,0.75,0.25
23,12,12,0,0.913043478,0,1,0
12,8,8,0,0.916666667,0,1,0
7,5,5,0,0.857142857,0,1,0
7,5,5,0,0.857142857,0,1,0
12,10,10,0,0.916666667,0,1,0
8,6,6,0,0.875,0,1,0
13,9,9,0,0.923076923,0,1,0
8,6,6,0,0.875,0,1,0
11,8,8,0,0.909090909,0,1,0
13,11,11,0,0.923076923,0,1,0
10,7,7,0,0.9,0,1,0
8,5,5,0,0.875,0,1,0
10,7,7,0,0.9,0,1,0
19,10,10,0,0.894736842,0,1,0
19,13,13,0,0.894736842,0,1,0
19,10,10,0,0.894736842,0,1,0
23,11,11,0,0.869565217,0,1,0
31,15,15,0,0.903225806,0,1,0
29,14,14,0,0.896551724,0,1,0
23,14,14,0,0.913043478,0,1,0
15,8,8,0,0.866666667,0,1,0
15,10,10,0,0.866666667,0,1,0
36,18,18,0,0.916666667,0,1,0
19,12,12,0,0.894736842,0,1,0
18,11,11,0,0.888888889,0,1,0
19,12,12,0,0.894736842,0,1,0
18,10,10,0,0.888888889,0,1,0
24,14,14,0,0.916666667,0,1,0
19,10,10,0,0.842105263,0,1,0
17,11,11,0,0.882352941,0,1,0
18,11,11,0,0.888888889,0,1,0
22,15,15,0,0.909090909,0,1,0
25,14,14,0,0.88,0,1,0
18,11,11,0,0.888888889,0,1,0
19,10,10,0,0.894736842,0,1,0
27,13,13,0,0.925925926,0,1,0
21,12,12,0,0.904761905,0,1,0
23,15,15,0,0.913043478,0,1,0
22,12,12,0,0.909090909,0,1,0
18,11,11,0,0.888888889,0,1,0
22,12,12,0,0.863636364,0,1,0
16,10,10,0,0.875,0,1,0
18,12,12,0,0.888888889,0,1,0
16,11,11,0,0.875,0,1,0
17,13,13,0,0.882352941,0,1,0
18,10,10,0,0.944444444,0,1,0
28,14,14,0,0.928571429,0,1,0
16,12,12,0,0.9375,0,1,0
15,11,11,0,0.933333333,0,1,0
21,15,15,0,0.952380952,0,1,0
17,11,11,0,0.941176471,0,1,0
22,14,14,0,0.954545455,0,1,0
17,11,11,0,0.941176471,0,1,0
18,14,14,0,0.944444444,0,1,0
18,11,11,0,0.944444444,0,1,0
15,11,11,0,0.933333333,0,1,0
16,13,13,0,0.9375,0,1,0
23,16,16,0,0.913043478,0,1,0
30,17,17,0,0.9,0,1,0
29,17,17,0,0.931034483,0,1,0
19,14,14,0,0.947368421,0,1,0
20,13,13,0,0.95,0,1,0
24,15,15,0,0.916666667,0,1,0
16,10,10,0,0.9375,0,1,0
11,9,9,0,0.909090909,0,1,0
13,7,7,0,0.846153846,0,1,0
11,9,9,0,0.818181818,0,1,0
10,7,7,0,0.8,0,1,0
16,7,7,0,0.875,0,1,0
13,9,9,0,0.846153846,0,1,0
13,7,7,0,0.846153846,0,1,0
11,7,7,0,0.909090909,0,1,0
16,11,11,0,0.875,0,1,0
8,5,5,0,0.875,0,1,0
7,4,4,0,0.857142857,0,1,0
11,8,8,0,0.909090909,0,1,0
9,6,6,0,0.888888889,0,1,0
11,9,9,0,0.909090909,0,1,0
10,7,7,0,0.9,0,1,0
11,8,8,0,0.909090909,0,1,0
10,7,7,0,0.9,0,1,0
10,7,7,0,0.9,0,1,0
7,5,5,0,0.857142857,0,1,0
9,6,6,0,0.888888889,0,1,0
15,8,8,0,0.866666667,0,1,0
9,6,6,0,0.888888889,0,1,0
14,9,8,1,0.857142857,0.071428571,0.888888889,0.111111111
19,11,11,0,0.947368421,0,1,0
14,7,7,0,0.928571429,0,1,0
15,8,8,0,0.933333333,0,1,0
15,8,8,0,0.933333333,0,1,0
15,9,9,0,0.933333333,0,1,0
14,8,8,0,0.928571429,0,1,0
13,9,9,0,0.923076923,0,1,0
12,8,8,0,0.916666667,0,1,0
15,10,10,0,0.933333333,0,1,0
14,8,8,0,0.928571429,0,1,0
14,8,8,0,0.928571429,0,1,0
7,5,5,0,0.857142857,0,1,0
13,7,7,0,0.846153846,0,1,0
16,10,10,0,0.875,0,1,0
16,10,10,0,0.875,0,1,0
10,8,8,0,0.8,0,1,0
11,7,7,0,0.818181818,0,1,0
17,11,11,0,0.882352941,0,1,0
17,9,9,0,0.882352941,0,1,0
10,7,7,0,0.8,0,1,0
6,5,5,0,0.833333333,0,1,0
6,5,5,0,0.833333333,0,1,0
12,7,7,0,0.833333333,0,1,0
8,6,6,0,0.875,0,1,0
11,8,8,0,0.909090909,0,1,0
12,9,9,0,0.916666667,0,1,0
18,12,12,0,0.888888889,0,1,0
16,10,10,0,0.875,0,1,0
15,7,7,0,0.866666667,0,1,0
15,10,10,0,0.933333333,0,1,0
14,7,7,0,0.928571429,0,1,0
15,8,8,0,0.933333333,0,1,0
7,4,4,0,0.857142857,0,1,0
11,7,7,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
7,5,5,0,0.857142857,0,1,0
7,5,5,0,0.857142857,0,1,0
9,7,7,0,0.888888889,0,1,0
8,7,7,0,0.875,0,1,0
15,11,11,0,0.933333333,0,1,0
12,8,8,0,0.916666667,0,1,0
20,12,12,0,0.95,0,1,0
7,5,5,0,0.857142857,0,1,0
16,9,9,0,0.9375,0,1,0
15,9,9,0,0.933333333,0,1,0
13,8,8,0,0.923076923,0,1,0
15,9,9,0,0.866666667,0,1,0
16,10,10,0,0.875,0,1,0
15,7,7,0,0.866666667,0,1,0
9,6,6,0,0.888888889,0,1,0
